Causa;Sexo;Edad;Periodo;Total muertes
Afecciones originadas en el periodo perinatal;Hombres;De 50 a 54 años;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 55 a 59 años;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 60 a 64 años;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 65 a 69 años;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 70 a 74 años  ;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 75 a 79 años  ;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 80 a 84 años  ;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 85 a 89 años  ;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 90 a 94 años  ;2012;0
Afecciones originadas en el periodo perinatal;Hombres;De 95 y más años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De menos de 1 año;2012;359
Afecciones originadas en el periodo perinatal;Mujeres;De 1 a 4 años;2012;4
Afecciones originadas en el periodo perinatal;Mujeres;De 5 a 9 años;2012;1
Afecciones originadas en el periodo perinatal;Mujeres;De 10 a 14 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 15 a 19 años  ;2012;2
Afecciones originadas en el periodo perinatal;Mujeres;De 20 a 24 años;2012;1
Afecciones originadas en el periodo perinatal;Mujeres;De 25 a 29 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 30 a 34 años;2012;2
Afecciones originadas en el periodo perinatal;Mujeres;De 35 a 39 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 40 a 44 años;2012;1
Afecciones originadas en el periodo perinatal;Mujeres;De 45 a 49 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 50 a 54 años;2012;2
Afecciones originadas en el periodo perinatal;Mujeres;De 55 a 59 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 60 a 64 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 65 a 69 años;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 70 a 74 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 75 a 79 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 80 a 84 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 85 a 89 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 90 a 94 años  ;2012;0
Afecciones originadas en el periodo perinatal;Mujeres;De 95 y más años;2012;0
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De menos de 1 año;2012;159
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 1 a 4 años;2012;24
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 5 a 9 años;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 10 a 14 años  ;2012;7
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 15 a 19 años  ;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 20 a 24 años;2012;9
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 25 a 29 años;2012;7
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 30 a 34 años;2012;9
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 35 a 39 años;2012;8
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 40 a 44 años;2012;15
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 45 a 49 años;2012;17
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 50 a 54 años;2012;21
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 55 a 59 años;2012;23
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 60 a 64 años;2012;24
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 65 a 69 años;2012;15
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 70 a 74 años  ;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 75 a 79 años  ;2012;15
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 80 a 84 años  ;2012;4
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 85 a 89 años  ;2012;16
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 90 a 94 años  ;2012;3
Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 95 y más años;2012;0
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De menos de 1 año;2012;153
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 1 a 4 años;2012;22
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 5 a 9 años;2012;10
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 10 a 14 años  ;2012;6
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 15 a 19 años  ;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 20 a 24 años;2012;7
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 25 a 29 años;2012;5
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 30 a 34 años;2012;16
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 35 a 39 años;2012;14
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 40 a 44 años;2012;8
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 45 a 49 años;2012;10
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 50 a 54 años;2012;22
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 55 a 59 años;2012;25
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 60 a 64 años;2012;19
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 65 a 69 años;2012;16
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 70 a 74 años  ;2012;14
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 75 a 79 años  ;2012;12
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 80 a 84 años  ;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 85 a 89 años  ;2012;13
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 90 a 94 años  ;2012;6
Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;De 95 y más años;2012;4
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De menos de 1 año;2012;56
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 1 a 4 años;2012;13
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 5 a 9 años;2012;2
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 10 a 14 años  ;2012;5
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 15 a 19 años  ;2012;24
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 20 a 24 años;2012;47
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 25 a 29 años;2012;42
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 30 a 34 años;2012;94
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 35 a 39 años;2012;139
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 40 a 44 años;2012;198
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 45 a 49 años;2012;267
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 50 a 54 años;2012;271
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 55 a 59 años;2012;347
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 60 a 64 años;2012;335
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 65 a 69 años;2012;336
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 70 a 74 años  ;2012;347
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 75 a 79 años  ;2012;504
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 80 a 84 años  ;2012;592
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 85 a 89 años  ;2012;599
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 90 a 94 años  ;2012;433
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 95 y más años;2012;265
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De menos de 1 año;2012;36
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 1 a 4 años;2012;9
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 5 a 9 años;2012;3
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 10 a 14 años  ;2012;3
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 15 a 19 años  ;2012;8
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 20 a 24 años;2012;20
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 25 a 29 años;2012;21
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 30 a 34 años;2012;29
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 35 a 39 años;2012;48
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 40 a 44 años;2012;57
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 45 a 49 años;2012;80
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 50 a 54 años;2012;89
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 55 a 59 años;2012;114
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 60 a 64 años;2012;102
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 65 a 69 años;2012;152
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 70 a 74 años  ;2012;159
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 75 a 79 años  ;2012;336
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 80 a 84 años  ;2012;663
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 85 a 89 años  ;2012;1.039
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 90 a 94 años  ;2012;1.136
Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;De 95 y más años;2012;997
Causas externas de mortalidad;Hombres;De menos de 1 año;2012;17
Causas externas de mortalidad;Hombres;De 1 a 4 años;2012;33
Causas externas de mortalidad;Hombres;De 5 a 9 años;2012;26
Causas externas de mortalidad;Hombres;De 10 a 14 años  ;2012;35
Causas externas de mortalidad;Hombres;De 15 a 19 años  ;2012;130
Causas externas de mortalidad;Hombres;De 20 a 24 años;2012;283
Causas externas de mortalidad;Hombres;De 25 a 29 años;2012;363
Causas externas de mortalidad;Hombres;De 30 a 34 años;2012;501
Causas externas de mortalidad;Hombres;De 35 a 39 años;2012;631
Causas externas de mortalidad;Hombres;De 40 a 44 años;2012;730
Causas externas de mortalidad;Hombres;De 45 a 49 años;2012;680
Causas externas de mortalidad;Hombres;De 50 a 54 años;2012;641
Causas externas de mortalidad;Hombres;De 55 a 59 años;2012;561
Causas externas de mortalidad;Hombres;De 60 a 64 años;2012;490
Causas externas de mortalidad;Hombres;De 65 a 69 años;2012;476
Causas externas de mortalidad;Hombres;De 70 a 74 años  ;2012;549
Causas externas de mortalidad;Hombres;De 75 a 79 años  ;2012;805
Causas externas de mortalidad;Hombres;De 80 a 84 años  ;2012;903
Causas externas de mortalidad;Hombres;De 85 a 89 años  ;2012;754
Causas externas de mortalidad;Hombres;De 90 a 94 años  ;2012;377
Causas externas de mortalidad;Hombres;De 95 y más años;2012;129
Causas externas de mortalidad;Mujeres;De menos de 1 año;2012;10
Causas externas de mortalidad;Mujeres;De 1 a 4 años;2012;21
Causas externas de mortalidad;Mujeres;De 5 a 9 años;2012;19
Causas externas de mortalidad;Mujeres;De 10 a 14 años  ;2012;13
Causas externas de mortalidad;Mujeres;De 15 a 19 años  ;2012;53
Causas externas de mortalidad;Mujeres;De 20 a 24 años;2012;63
Causas externas de mortalidad;Mujeres;De 25 a 29 años;2012;94
Causas externas de mortalidad;Mujeres;De 30 a 34 años;2012;108
Causas externas de mortalidad;Mujeres;De 35 a 39 años;2012;163
Causas externas de mortalidad;Mujeres;De 40 a 44 años;2012;159
Causas externas de mortalidad;Mujeres;De 45 a 49 años;2012;149
Causas externas de mortalidad;Mujeres;De 50 a 54 años;2012;179
Causas externas de mortalidad;Mujeres;De 55 a 59 años;2012;150
Causas externas de mortalidad;Mujeres;De 60 a 64 años;2012;154
Causas externas de mortalidad;Mujeres;De 65 a 69 años;2012;204
Causas externas de mortalidad;Mujeres;De 70 a 74 años  ;2012;261
Causas externas de mortalidad;Mujeres;De 75 a 79 años  ;2012;467
Causas externas de mortalidad;Mujeres;De 80 a 84 años  ;2012;688
Causas externas de mortalidad;Mujeres;De 85 a 89 años  ;2012;898
Causas externas de mortalidad;Mujeres;De 90 a 94 años  ;2012;703
Causas externas de mortalidad;Mujeres;De 95 y más años;2012;334
Enfermedades infecciosas y parasitarias;Hombres;De menos de 1 año;2013;8
Enfermedades infecciosas y parasitarias;Hombres;De 1 a 4 años;2013;9
Enfermedades infecciosas y parasitarias;Hombres;De 5 a 9 años;2013;2
Enfermedades infecciosas y parasitarias;Hombres;De 10 a 14 años  ;2013;5
Enfermedades infecciosas y parasitarias;Hombres;De 15 a 19 años  ;2013;5
Enfermedades infecciosas y parasitarias;Hombres;De 20 a 24 años;2013;4
Enfermedades infecciosas y parasitarias;Hombres;De 25 a 29 años;2013;19
Enfermedades infecciosas y parasitarias;Hombres;De 30 a 34 años;2013;27
Enfermedades infecciosas y parasitarias;Hombres;De 35 a 39 años;2013;57
Enfermedades infecciosas y parasitarias;Hombres;De 40 a 44 años;2013;133
Enfermedades infecciosas y parasitarias;Hombres;De 45 a 49 años;2013;264
Enfermedades infecciosas y parasitarias;Hombres;De 50 a 54 años;2013;260
Enfermedades infecciosas y parasitarias;Hombres;De 55 a 59 años;2013;185
Enfermedades infecciosas y parasitarias;Hombres;De 60 a 64 años;2013;207
Enfermedades infecciosas y parasitarias;Hombres;De 65 a 69 años;2013;181
Enfermedades infecciosas y parasitarias;Hombres;De 70 a 74 años  ;2013;229
Enfermedades infecciosas y parasitarias;Hombres;De 75 a 79 años  ;2013;365
Enfermedades infecciosas y parasitarias;Hombres;De 80 a 84 años  ;2013;492
Enfermedades infecciosas y parasitarias;Hombres;De 85 a 89 años  ;2013;459
Enfermedades infecciosas y parasitarias;Hombres;De 90 a 94 años  ;2013;207
Enfermedades infecciosas y parasitarias;Hombres;De 95 y más años;2013;49
Enfermedades infecciosas y parasitarias;Mujeres;De menos de 1 año;2013;4
Enfermedades infecciosas y parasitarias;Mujeres;De 1 a 4 años;2013;7
Enfermedades infecciosas y parasitarias;Mujeres;De 5 a 9 años;2013;4
Enfermedades infecciosas y parasitarias;Mujeres;De 10 a 14 años  ;2013;1
Enfermedades infecciosas y parasitarias;Mujeres;De 15 a 19 años  ;2013;1
Enfermedades infecciosas y parasitarias;Mujeres;De 20 a 24 años;2013;4
Enfermedades infecciosas y parasitarias;Mujeres;De 25 a 29 años;2013;6
Enfermedades infecciosas y parasitarias;Mujeres;De 30 a 34 años;2013;14
Enfermedades infecciosas y parasitarias;Mujeres;De 35 a 39 años;2013;19
Enfermedades infecciosas y parasitarias;Mujeres;De 40 a 44 años;2013;44
Enfermedades infecciosas y parasitarias;Mujeres;De 45 a 49 años;2013;85
Enfermedades infecciosas y parasitarias;Mujeres;De 50 a 54 años;2013;67
Enfermedades infecciosas y parasitarias;Mujeres;De 55 a 59 años;2013;57
Enfermedades infecciosas y parasitarias;Mujeres;De 60 a 64 años;2013;69
Enfermedades infecciosas y parasitarias;Mujeres;De 65 a 69 años;2013;110
Enfermedades infecciosas y parasitarias;Mujeres;De 70 a 74 años  ;2013;188
Enfermedades infecciosas y parasitarias;Mujeres;De 75 a 79 años  ;2013;387
Enfermedades infecciosas y parasitarias;Mujeres;De 80 a 84 años  ;2013;636
Enfermedades infecciosas y parasitarias;Mujeres;De 85 a 89 años  ;2013;661
Enfermedades infecciosas y parasitarias;Mujeres;De 90 a 94 años  ;2013;480
Enfermedades infecciosas y parasitarias;Mujeres;De 95 y más años;2013;198
Tumores;Hombres;De menos de 1 año;2013;4
Tumores;Hombres;De 1 a 4 años;2013;29
Tumores;Hombres;De 5 a 9 años;2013;38
Tumores;Hombres;De 10 a 14 años  ;2013;27
Tumores;Hombres;De 15 a 19 años  ;2013;47
Tumores;Hombres;De 20 a 24 años;2013;71
Tumores;Hombres;De 25 a 29 años;2013;99
Tumores;Hombres;De 30 a 34 años;2013;171
Tumores;Hombres;De 35 a 39 años;2013;280
Tumores;Hombres;De 40 a 44 años;2013;642
Tumores;Hombres;De 45 a 49 años;2013;1.473
Tumores;Hombres;De 50 a 54 años;2013;2.955
Tumores;Hombres;De 55 a 59 años;2013;4.530
Tumores;Hombres;De 60 a 64 años;2013;6.417
Tumores;Hombres;De 65 a 69 años;2013;8.255
Tumores;Hombres;De 70 a 74 años  ;2013;8.613
Tumores;Hombres;De 75 a 79 años  ;2013;11.142
Tumores;Hombres;De 80 a 84 años  ;2013;11.217
Tumores;Hombres;De 85 a 89 años  ;2013;7.871
Tumores;Hombres;De 90 a 94 años  ;2013;3.203
Tumores;Hombres;De 95 y más años;2013;627
Tumores;Mujeres;De menos de 1 año;2013;5
Tumores;Mujeres;De 1 a 4 años;2013;29
Tumores;Mujeres;De 5 a 9 años;2013;47
Tumores;Mujeres;De 10 a 14 años  ;2013;30
Tumores;Mujeres;De 15 a 19 años  ;2013;23
Tumores;Mujeres;De 20 a 24 años;2013;34
Tumores;Mujeres;De 25 a 29 años;2013;81
Tumores;Mujeres;De 30 a 34 años;2013;145
Tumores;Mujeres;De 35 a 39 años;2013;415
Tumores;Mujeres;De 40 a 44 años;2013;720
Tumores;Mujeres;De 45 a 49 años;2013;1.340
Tumores;Mujeres;De 50 a 54 años;2013;2.084
Tumores;Mujeres;De 55 a 59 años;2013;2.643
Tumores;Mujeres;De 60 a 64 años;2013;3.112
Tumores;Mujeres;De 65 a 69 años;2013;3.752
Tumores;Mujeres;De 70 a 74 años  ;2013;4.094
Tumores;Mujeres;De 75 a 79 años  ;2013;6.039
Tumores;Mujeres;De 80 a 84 años  ;2013;7.585
Tumores;Mujeres;De 85 a 89 años  ;2013;6.552
Tumores;Mujeres;De 90 a 94 años  ;2013;3.479
Tumores;Mujeres;De 95 y más años;2013;1.101
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De menos de 1 año;2013;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 1 a 4 años;2013;8
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 5 a 9 años;2013;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 10 a 14 años  ;2013;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 15 a 19 años  ;2013;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 20 a 24 años;2013;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 25 a 29 años;2013;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 30 a 34 años;2013;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 35 a 39 años;2013;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 40 a 44 años;2013;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 45 a 49 años;2013;20
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 50 a 54 años;2013;18
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 55 a 59 años;2013;22
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 60 a 64 años;2013;35
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 65 a 69 años;2013;47
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 70 a 74 años  ;2013;46
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 75 a 79 años  ;2013;65
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 80 a 84 años  ;2013;119
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 85 a 89 años  ;2013;121
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 90 a 94 años  ;2013;109
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 95 y más años;2013;45
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De menos de 1 año;2013;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 1 a 4 años;2013;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 5 a 9 años;2013;0
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 10 a 14 años  ;2013;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 15 a 19 años  ;2013;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 20 a 24 años;2013;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 25 a 29 años;2013;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 30 a 34 años;2013;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 35 a 39 años;2013;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 40 a 44 años;2013;9
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 45 a 49 años;2013;7
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 50 a 54 años;2013;7
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 55 a 59 años;2013;10
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 60 a 64 años;2013;22
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 65 a 69 años;2013;35
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 70 a 74 años  ;2013;29
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 75 a 79 años  ;2013;80
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 80 a 84 años  ;2013;164
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 85 a 89 años  ;2013;237
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 90 a 94 años  ;2013;227
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 95 y más años;2013;102
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De menos de 1 año;2013;13
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 1 a 4 años;2013;11
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 5 a 9 años;2013;5
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 10 a 14 años  ;2013;2
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 15 a 19 años  ;2013;5
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 20 a 24 años;2013;9
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 25 a 29 años;2013;7
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 30 a 34 años;2013;8
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 35 a 39 años;2013;22
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 40 a 44 años;2013;27
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 45 a 49 años;2013;65
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 50 a 54 años;2013;105
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 55 a 59 años;2013;193
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 60 a 64 años;2013;225
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 65 a 69 años;2013;355
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 70 a 74 años  ;2013;426
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 75 a 79 años  ;2013;806
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 80 a 84 años  ;2013;1.127
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 85 a 89 años  ;2013;935
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 90 a 94 años  ;2013;553
